EmployeeID,Age,Gender,MaritalStatus,Education,EducationField,Department,JobRole,JobLevel,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,MonthlyIncome,HourlyRate,DailyRate,PercentSalaryHike,DistanceFromHome,BusinessTravel,OverTime,NumCompaniesWorked,TotalWorkingYears,TrainingTimesLastYear,EnvironmentSatisfaction,JobSatisfaction,RelationshipSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,StockOptionLevel,Attrition,Over18,StandardHours
743,30,Male,Single,4,Medical,Finance,Financial Analyst,1,9,2,2,3,8925,55.78,446.24,18,22,Travel_Rarely,No,8,19,2,2,1,1,4,1,3,3,No,Y,80
744,41,Male,Divorced,1,Other,IT,IT Manager,4,8,3,3,8,18122.4,113.27,906.16,12,29,Travel_Rarely,No,7,13,2,1,3,2,2,2,3,1,No,Y,80
745,37,Male,Single,1,Other,Human Resources,Recruiter,5,15,6,0,5,41328,258.3,2066.4,13,12,Travel_Frequently,No,9,23,3,3,4,4,3,3,4,2,No,Y,80
746,45,Female,Divorced,4,Marketing,Finance,Accountant,5,24,8,6,1,27177,169.86,1358.88,11,29,Travel_Frequently,Yes,1,29,2,3,3,1,1,3,4,2,No,Y,80
747,33,Female,Married,5,Medical,Human Resources,HR Manager,5,12,6,4,7,14931,93.32,746.56,8,28,Travel_Rarely,Yes,7,20,1,2,3,1,3,2,3,2,Yes,Y,80
748,63,Female,Divorced,5,Medical,Research & Development,Research Scientist,4,26,1,1,5,16946.4,105.92,847.36,11,23,Travel_Rarely,No,9,39,1,4,2,1,1,1,3,0,No,Y,80
749,32,Female,Single,1,Life Sciences,Human Resources,Recruiter,5,14,1,1,5,13686,85.54,684.32,11,12,Non-Travel,No,2,27,4,4,3,3,4,1,3,1,No,Y,80
750,63,Male,Divorced,1,Other,IT,Software Engineer,3,28,2,2,7,17247.6,107.8,862.4,19,5,Non-Travel,No,6,38,3,2,2,4,1,1,3,0,No,Y,80
751,62,Male,Divorced,3,Medical,Finance,Finance Manager,1,0,0,0,0,7671,47.94,383.52,6,2,Travel_Rarely,Yes,7,5,5,2,1,3,2,3,3,1,Yes,Y,80
752,60,Male,Married,2,Human Resources,Sales,Sales Executive,4,16,10,1,7,11265.6,70.41,563.28,6,7,Travel_Rarely,Yes,6,27,2,2,4,2,1,2,3,3,No,Y,80
753,30,Female,Divorced,3,Human Resources,Human Resources,Recruiter,2,29,3,2,2,5364,33.52,268.16,25,23,Travel_Frequently,Yes,9,35,4,2,1,3,3,4,3,1,No,Y,80
754,30,Male,Single,4,Technical Degree,Sales,Sales Manager,3,1,1,1,1,5043.6,31.52,252.16,22,15,Travel_Rarely,Yes,6,16,6,1,2,2,4,1,3,3,Yes,Y,80
755,28,Female,Married,5,Medical,IT,IT Manager,5,20,2,1,7,38745,242.16,1937.28,25,14,Non-Travel,No,8,28,6,4,4,2,3,4,3,1,No,Y,80
756,31,Male,Single,2,Other,IT,Systems Administrator,1,24,9,4,4,2713.2,16.96,135.68,16,18,Non-Travel,Yes,2,29,5,3,4,1,4,2,4,2,Yes,Y,80
757,46,Male,Single,4,Medical,Sales,Sales Manager,1,17,0,0,6,7920.6,49.5,396,20,9,Travel_Rarely,Yes,0,32,5,3,2,3,1,3,3,0,Yes,Y,80
758,33,Female,Married,1,Human Resources,Human Resources,Recruiter,4,7,7,7,5,19982.4,124.89,999.12,7,11,Non-Travel,No,7,8,2,3,3,1,2,1,3,3,No,Y,80
759,26,Female,Single,5,Other,Human Resources,HR Manager,4,8,0,0,6,28094.4,175.59,1404.72,11,19,Travel_Frequently,No,8,23,2,2,1,4,1,2,3,1,No,Y,80
760,64,Male,Single,1,Human Resources,Finance,Financial Analyst,2,23,10,1,2,8444.4,52.78,422.24,7,7,Non-Travel,Yes,6,35,3,4,4,1,4,2,3,3,No,Y,80
761,36,Female,Single,5,Medical,Research & Development,Lab Technician,4,21,0,0,5,32145.6,200.91,1607.28,23,17,Non-Travel,No,8,34,2,2,2,3,2,1,3,3,No,Y,80
762,23,Male,Divorced,5,Other,Human Resources,HR Associate,2,3,2,0,2,4779.6,29.87,238.96,23,3,Travel_Frequently,Yes,5,18,6,4,3,3,4,3,3,0,Yes,Y,80
763,57,Female,Married,4,Marketing,Human Resources,Recruiter,4,15,6,4,7,28120.8,175.75,1406,19,30,Travel_Frequently,Yes,6,21,3,3,4,1,3,3,3,3,No,Y,80
764,36,Female,Married,2,Life Sciences,IT,IT Manager,4,8,8,6,2,23059.2,144.12,1152.96,19,3,Travel_Rarely,No,2,20,1,3,2,1,3,4,3,1,No,Y,80
765,32,Male,Divorced,2,Technical Degree,Finance,Finance Manager,2,13,4,3,1,8572.8,53.58,428.64,24,10,Non-Travel,No,9,25,2,3,4,4,2,3,4,2,No,Y,80
766,36,Female,Married,3,Life Sciences,Human Resources,Recruiter,1,12,9,3,3,8136.6,50.85,406.8,13,9,Non-Travel,No,4,19,4,3,4,3,1,2,3,0,No,Y,80
767,30,Female,Divorced,4,Other,Research & Development,R&D Manager,5,20,8,4,1,18246,114.04,912.32,10,4,Travel_Rarely,No,2,21,5,2,1,4,1,4,3,2,No,Y,80
768,45,Female,Married,4,Human Resources,Research & Development,Research Scientist,1,7,0,0,4,3934.2,24.59,196.72,23,14,Travel_Frequently,No,1,11,5,2,1,1,2,3,3,0,No,Y,80
769,43,Female,Married,3,Human Resources,IT,Software Engineer,2,10,9,5,7,2444.4,15.28,122.24,22,14,Travel_Rarely,Yes,1,18,5,3,3,2,3,3,3,1,Yes,Y,80
770,56,Male,Divorced,3,Life Sciences,Research & Development,Lab Technician,2,6,6,2,2,3057.6,19.11,152.88,12,7,Travel_Frequently,No,4,11,2,4,2,1,1,3,3,3,No,Y,80
771,54,Female,Divorced,4,Human Resources,Sales,Sales Executive,5,25,10,5,2,33969,212.31,1698.48,13,13,Non-Travel,Yes,2,27,5,4,4,3,1,4,3,0,No,Y,80
772,25,Female,Single,2,Human Resources,Human Resources,HR Associate,2,5,5,4,5,10083.6,63.02,504.16,15,6,Travel_Frequently,No,2,11,1,2,2,2,1,2,3,2,No,Y,80
773,35,Male,Single,1,Medical,Sales,Sales Executive,2,8,6,6,7,3730.8,23.32,186.56,8,22,Travel_Frequently,No,5,8,3,4,2,4,3,3,3,0,No,Y,80
774,35,Female,Single,1,Medical,Research & Development,R&D Manager,5,17,4,4,2,17550,109.69,877.52,5,7,Travel_Frequently,Yes,0,21,4,3,4,1,1,1,3,1,No,Y,80
775,40,Male,Single,3,Life Sciences,Finance,Finance Manager,4,29,4,4,1,23527.2,147.05,1176.4,25,21,Non-Travel,No,5,37,3,1,2,3,1,4,3,1,No,Y,80
776,31,Female,Divorced,4,Other,Research & Development,Lab Technician,5,27,1,1,2,21564,134.78,1078.24,24,2,Non-Travel,No,6,39,6,3,3,2,2,4,3,1,No,Y,80
777,33,Male,Single,2,Life Sciences,Sales,Sales Executive,1,16,7,0,3,8050.2,50.31,402.48,16,23,Non-Travel,No,9,17,5,1,4,1,4,3,3,1,No,Y,80
778,28,Female,Divorced,5,Human Resources,Human Resources,Recruiter,3,5,5,5,1,18167.4,113.55,908.4,8,6,Travel_Rarely,Yes,7,17,5,3,2,2,4,2,3,2,No,Y,80
779,31,Male,Single,4,Medical,Finance,Finance Manager,3,21,4,4,3,9358.2,58.49,467.92,5,23,Non-Travel,Yes,3,30,2,3,4,1,3,4,3,2,Yes,Y,80
780,23,Female,Single,1,Marketing,IT,IT Manager,4,24,8,5,1,28867.2,180.42,1443.36,15,7,Non-Travel,No,7,32,4,2,4,4,2,2,4,2,No,Y,80
781,33,Female,Married,4,Technical Degree,Human Resources,HR Associate,2,29,5,2,0,10624.8,66.41,531.28,7,29,Travel_Frequently,No,8,31,1,2,1,3,2,2,3,0,Yes,Y,80
782,35,Female,Single,2,Human Resources,Human Resources,HR Manager,5,12,3,3,3,28770,179.81,1438.48,9,21,Travel_Frequently,Yes,9,21,5,2,1,4,4,1,3,2,No,Y,80
783,63,Male,Divorced,5,Marketing,Sales,Sales Executive,2,23,1,1,8,17347.2,108.42,867.36,6,2,Travel_Frequently,Yes,2,25,6,1,2,2,1,2,3,2,No,Y,80
784,45,Male,Divorced,2,Technical Degree,IT,Software Engineer,5,15,6,4,0,11109,69.43,555.44,23,4,Non-Travel,No,4,16,3,3,3,2,1,1,3,1,No,Y,80
785,50,Female,Divorced,5,Technical Degree,Research & Development,Lab Technician,5,10,6,6,4,25626,160.16,1281.28,14,25,Non-Travel,Yes,9,23,5,2,2,3,2,1,3,3,No,Y,80
786,26,Male,Single,2,Life Sciences,Human Resources,Recruiter,1,1,1,1,1,6428.4,40.18,321.44,11,26,Travel_Rarely,No,7,4,0,4,4,2,4,3,3,0,No,Y,80
787,29,Male,Divorced,5,Life Sciences,Sales,Sales Executive,4,13,6,0,2,32568,203.55,1628.4,5,2,Travel_Rarely,No,3,18,4,3,2,4,2,1,3,0,No,Y,80
788,39,Male,Single,5,Medical,IT,IT Manager,1,29,5,2,6,7254.6,45.34,362.72,10,22,Non-Travel,Yes,0,43,3,4,2,4,4,2,4,1,No,Y,80
789,54,Male,Divorced,4,Other,Research & Development,Research Scientist,4,13,1,1,1,29616,185.1,1480.8,22,30,Travel_Frequently,Yes,6,27,0,2,4,3,1,1,4,1,Yes,Y,80
790,34,Male,Single,5,Medical,Sales,Sales Manager,5,27,8,3,5,15183,94.89,759.12,19,24,Non-Travel,Yes,8,42,2,1,4,4,4,4,3,0,No,Y,80
791,59,Female,Single,1,Other,IT,IT Manager,1,27,10,4,3,8772,54.83,438.64,7,20,Travel_Rarely,No,9,41,3,1,4,1,3,4,3,1,No,Y,80
792,44,Female,Divorced,4,Medical,Sales,Sales Manager,2,22,6,6,5,16082.4,100.52,804.16,17,18,Travel_Frequently,Yes,9,33,4,1,2,3,4,2,3,1,No,Y,80
793,60,Male,Married,4,Other,Sales,Sales Representative,3,28,2,0,7,11505.6,71.91,575.28,25,16,Travel_Rarely,No,6,37,0,4,4,4,1,1,3,3,No,Y,80
794,38,Female,Divorced,3,Other,IT,IT Manager,3,12,4,1,8,9306,58.16,465.28,24,26,Non-Travel,No,1,25,3,2,3,4,3,2,3,0,No,Y,80
795,59,Female,Divorced,1,Marketing,Human Resources,HR Manager,1,25,9,2,8,5077.8,31.74,253.92,5,11,Travel_Rarely,Yes,0,30,3,2,4,1,4,4,3,0,Yes,Y,80
796,39,Male,Divorced,3,Marketing,IT,Systems Administrator,2,0,0,0,0,8884.8,55.53,444.24,20,10,Non-Travel,Yes,9,15,2,1,3,4,2,1,3,3,No,Y,80
797,25,Male,Single,2,Life Sciences,Human Resources,Recruiter,4,24,10,6,1,28084.8,175.53,1404.24,24,12,Non-Travel,Yes,0,35,3,3,1,3,2,4,4,2,No,Y,80
798,54,Male,Married,1,Other,Sales,Sales Manager,4,5,5,0,0,9242.4,57.77,462.16,25,25,Travel_Rarely,No,5,8,0,2,3,3,3,3,3,0,No,Y,80
799,64,Female,Married,4,Human Resources,Finance,Accountant,2,9,0,0,2,17880,111.75,894,9,4,Travel_Frequently,No,9,22,6,4,2,3,4,2,3,1,No,Y,80
800,43,Male,Single,2,Other,Human Resources,HR Manager,1,8,7,4,7,5022,31.39,251.12,14,18,Travel_Frequently,No,5,15,4,4,3,2,1,2,3,2,Yes,Y,80
801,30,Male,Married,3,Other,Human Resources,HR Associate,1,5,5,0,0,8484,53.02,424.16,12,13,Travel_Rarely,Yes,1,7,5,4,2,2,4,4,3,2,No,Y,80
802,61,Male,Married,5,Marketing,Human Resources,Recruiter,3,5,2,2,2,23689.8,148.06,1184.48,16,5,Non-Travel,No,1,17,0,3,4,3,1,4,3,2,No,Y,80
803,45,Male,Married,5,Life Sciences,Human Resources,HR Manager,4,9,4,4,3,34867.2,217.92,1743.36,16,21,Travel_Rarely,No,2,18,3,3,1,4,1,3,3,3,No,Y,80
804,60,Female,Single,1,Marketing,Research & Development,Lab Technician,5,17,0,0,3,12132,75.83,606.64,21,7,Travel_Frequently,Yes,1,23,1,2,4,1,4,2,4,0,No,Y,80
805,52,Male,Divorced,4,Medical,Sales,Sales Representative,5,13,2,2,1,21405,133.78,1070.24,10,4,Travel_Frequently,No,6,23,6,2,3,2,4,1,3,0,No,Y,80
806,34,Female,Married,3,Technical Degree,Finance,Financial Analyst,4,14,6,2,6,27952.8,174.7,1397.6,7,10,Travel_Rarely,Yes,6,18,4,3,4,4,3,3,3,0,No,Y,80
807,25,Male,Divorced,5,Human Resources,Human Resources,HR Manager,2,18,0,0,5,5618.4,35.11,280.88,8,23,Travel_Rarely,No,8,27,2,2,3,4,3,3,3,3,No,Y,80
808,32,Female,Divorced,3,Technical Degree,Human Resources,Recruiter,5,11,8,2,8,42465,265.41,2123.28,8,27,Non-Travel,Yes,2,15,0,4,4,1,2,3,3,1,No,Y,80
809,27,Female,Married,1,Marketing,IT,IT Manager,3,29,4,4,1,26893.8,168.09,1344.72,13,26,Travel_Rarely,No,7,34,4,4,1,1,2,2,3,1,No,Y,80
810,49,Female,Divorced,1,Life Sciences,IT,Systems Administrator,5,15,8,1,4,22542,140.89,1127.12,23,1,Travel_Rarely,Yes,1,29,3,1,3,3,2,4,4,1,No,Y,80
811,27,Female,Divorced,3,Other,IT,IT Manager,1,24,7,0,5,3118.2,19.49,155.92,9,22,Travel_Frequently,Yes,1,27,4,2,1,1,2,2,4,3,No,Y,80
812,44,Female,Single,2,Other,Finance,Financial Analyst,5,1,1,1,1,10965,68.53,548.24,21,23,Travel_Rarely,Yes,4,11,0,2,3,2,4,2,3,2,No,Y,80
813,35,Female,Married,4,Medical,Finance,Financial Analyst,2,22,5,5,3,6508.8,40.68,325.44,16,8,Non-Travel,Yes,0,32,4,3,4,1,3,3,3,1,Yes,Y,80
814,46,Female,Married,2,Human Resources,Finance,Finance Manager,2,11,5,1,1,9867.6,61.67,493.36,14,8,Travel_Frequently,Yes,2,18,3,4,2,4,1,2,3,3,No,Y,80
815,48,Female,Single,3,Medical,Human Resources,HR Associate,5,2,2,2,2,9375,58.59,468.72,18,3,Travel_Rarely,Yes,9,16,2,2,3,3,4,3,3,2,No,Y,80
816,34,Male,Divorced,5,Human Resources,Sales,Sales Executive,4,6,0,0,2,23932.8,149.58,1196.64,18,7,Travel_Frequently,Yes,8,9,2,3,3,4,1,2,3,1,No,Y,80
817,58,Female,Single,4,Technical Degree,Finance,Accountant,5,20,0,0,2,30852,192.82,1542.56,22,25,Travel_Frequently,No,4,30,6,3,1,2,3,4,3,3,No,Y,80
818,34,Female,Single,4,Human Resources,IT,Systems Administrator,1,24,6,4,0,3196.2,19.98,159.84,14,7,Non-Travel,Yes,8,39,1,4,4,3,2,2,3,2,No,Y,80
819,22,Female,Married,1,Medical,Sales,Sales Manager,1,19,1,1,3,6239.4,39,312,25,28,Travel_Frequently,Yes,2,23,3,2,3,3,2,1,4,0,No,Y,80
820,36,Male,Single,5,Life Sciences,Human Resources,HR Manager,4,4,0,0,4,7406.4,46.29,370.32,5,2,Non-Travel,No,9,12,0,2,2,3,3,2,4,0,Yes,Y,80
821,61,Female,Married,1,Other,Research & Development,Research Scientist,3,17,7,0,8,17596.8,109.98,879.84,9,24,Travel_Frequently,No,9,30,1,2,2,3,1,4,4,1,No,Y,80
822,38,Male,Divorced,2,Medical,Finance,Financial Analyst,1,17,9,0,0,3091.2,19.32,154.56,14,13,Non-Travel,No,1,29,1,1,4,1,2,4,3,1,Yes,Y,80
823,24,Male,Single,5,Marketing,Research & Development,Lab Technician,4,23,2,1,5,12528,78.3,626.4,18,18,Non-Travel,Yes,0,33,3,4,3,1,1,1,3,1,No,Y,80
824,23,Male,Married,2,Human Resources,Finance,Financial Analyst,2,24,0,0,2,5550,34.69,277.52,7,4,Travel_Rarely,No,9,25,5,4,1,4,4,2,3,0,No,Y,80
825,42,Female,Divorced,3,Other,Finance,Financial Analyst,4,3,3,2,3,7488,46.8,374.4,20,27,Travel_Rarely,No,4,12,1,4,1,2,2,3,3,1,No,Y,80
826,27,Male,Divorced,4,Life Sciences,Research & Development,Lab Technician,2,6,6,4,1,5190,32.44,259.52,5,19,Travel_Frequently,No,7,21,1,4,1,2,2,4,3,2,No,Y,80
827,30,Male,Married,4,Life Sciences,Finance,Finance Manager,3,23,8,0,2,11572.2,72.33,578.64,16,27,Non-Travel,No,9,34,0,4,1,2,1,1,3,0,No,Y,80
828,32,Male,Married,5,Technical Degree,Human Resources,Recruiter,5,25,8,6,4,29541,184.63,1477.04,22,14,Non-Travel,No,2,31,3,4,1,1,3,3,3,0,No,Y,80
829,50,Male,Divorced,5,Life Sciences,IT,Systems Administrator,5,1,1,1,1,10212,63.83,510.64,18,10,Travel_Rarely,Yes,6,7,3,2,2,3,2,3,3,3,No,Y,80
830,54,Male,Single,1,Medical,IT,IT Manager,4,10,4,4,2,10620,66.38,531.04,5,6,Travel_Rarely,Yes,3,25,5,2,1,3,3,1,4,1,Yes,Y,80
831,23,Male,Divorced,5,Technical Degree,Research & Development,Lab Technician,4,14,3,1,0,4932,30.82,246.56,21,17,Non-Travel,Yes,1,22,0,4,1,1,1,4,3,1,No,Y,80
832,65,Male,Married,2,Technical Degree,IT,IT Manager,5,30,9,7,0,25080,156.75,1254,5,18,Non-Travel,No,4,32,6,4,4,3,4,2,3,0,No,Y,80
833,65,Female,Single,2,Technical Degree,Sales,Sales Executive,2,30,7,1,1,12690,79.31,634.48,7,11,Travel_Rarely,No,4,40,4,2,3,2,1,2,3,0,Yes,Y,80
834,42,Male,Single,3,Technical Degree,Finance,Financial Analyst,4,10,6,4,4,27684,173.03,1384.24,13,28,Travel_Frequently,No,7,14,5,1,1,1,2,3,4,0,No,Y,80
835,54,Male,Single,2,Other,Research & Development,R&D Manager,4,19,4,0,2,20176.8,126.1,1008.8,9,2,Non-Travel,No,8,21,3,3,3,2,4,2,3,2,No,Y,80
836,48,Male,Married,2,Medical,Human Resources,HR Manager,1,0,0,0,0,7292.4,45.58,364.64,8,25,Non-Travel,Yes,8,10,0,1,4,1,2,3,3,0,No,Y,80
837,29,Female,Single,1,Technical Degree,IT,Systems Administrator,2,1,1,1,1,2862,17.89,143.12,6,3,Travel_Rarely,Yes,8,5,3,1,1,1,2,2,4,1,No,Y,80
838,26,Female,Married,1,Medical,Sales,Sales Manager,3,30,8,5,0,18279,114.24,913.92,18,14,Travel_Frequently,Yes,4,39,3,1,3,2,2,4,3,1,No,Y,80
839,46,Female,Single,1,Human Resources,Sales,Sales Representative,2,0,0,0,0,16789.2,104.93,839.44,14,16,Travel_Rarely,No,3,11,4,4,1,4,4,2,3,2,No,Y,80
840,51,Male,Divorced,2,Technical Degree,Finance,Financial Analyst,5,12,6,6,5,40344,252.15,2017.2,17,5,Travel_Rarely,No,1,26,3,4,3,3,4,4,4,1,No,Y,80
841,45,Male,Single,1,Technical Degree,Sales,Sales Manager,3,16,9,7,4,7893,49.33,394.64,9,8,Travel_Frequently,No,3,25,0,3,4,4,2,1,3,2,No,Y,80
842,38,Female,Divorced,3,Medical,Human Resources,HR Manager,5,25,2,0,6,38436,240.22,1921.76,13,26,Travel_Frequently,Yes,1,28,5,4,2,1,2,4,3,3,No,Y,80
843,43,Male,Divorced,5,Marketing,IT,IT Manager,2,23,1,1,6,12954,80.96,647.68,5,13,Travel_Frequently,No,0,34,6,1,1,1,2,1,3,2,No,Y,80
844,27,Female,Divorced,2,Medical,Sales,Sales Executive,4,1,1,1,0,14224.8,88.91,711.28,20,5,Travel_Rarely,No,0,2,1,2,1,2,1,4,3,0,Yes,Y,80
845,24,Female,Single,2,Marketing,Finance,Financial Analyst,2,3,3,1,3,17379.6,108.62,868.96,25,18,Travel_Frequently,Yes,1,15,1,3,1,3,1,3,4,3,No,Y,80
846,45,Female,Single,1,Life Sciences,Research & Development,Lab Technician,3,7,5,2,1,4266,26.66,213.28,20,30,Travel_Rarely,No,8,7,3,2,4,1,2,4,3,3,No,Y,80
847,57,Male,Divorced,5,Life Sciences,IT,Software Engineer,2,4,3,3,4,11858.4,74.11,592.88,20,25,Travel_Rarely,Yes,7,14,6,2,1,4,4,1,4,0,Yes,Y,80
848,57,Female,Single,5,Marketing,Human Resources,HR Manager,5,1,0,0,1,38889,243.06,1944.48,14,7,Travel_Rarely,Yes,6,6,1,1,4,1,4,4,3,3,No,Y,80
849,23,Female,Married,4,Other,Human Resources,HR Associate,4,19,1,1,5,32205.6,201.28,1610.24,9,3,Travel_Frequently,Yes,1,32,2,2,4,1,1,4,4,1,Yes,Y,80
850,63,Male,Divorced,3,Medical,Human Resources,HR Associate,1,19,8,3,2,4036.2,25.23,201.84,22,28,Travel_Frequently,Yes,3,19,0,3,1,4,1,1,3,1,Yes,Y,80
851,45,Male,Single,4,Technical Degree,Human Resources,Recruiter,5,12,4,4,3,17358,108.49,867.92,24,28,Travel_Frequently,Yes,4,14,0,1,3,1,1,3,4,3,No,Y,80
852,53,Male,Divorced,5,Technical Degree,Sales,Sales Representative,4,7,7,5,5,34072.8,212.96,1703.68,8,5,Non-Travel,Yes,7,22,2,1,2,2,3,4,3,2,No,Y,80
853,46,Male,Divorced,1,Other,IT,Software Engineer,2,7,6,0,2,8211.6,51.32,410.56,14,14,Non-Travel,No,4,20,6,4,4,2,1,3,3,0,Yes,Y,80
854,25,Male,Divorced,4,Life Sciences,Human Resources,HR Manager,3,24,10,7,8,22509,140.68,1125.44,12,16,Non-Travel,Yes,3,27,3,3,3,2,1,2,4,2,No,Y,80
855,54,Female,Married,4,Other,Research & Development,Lab Technician,1,5,5,2,5,3751.2,23.45,187.6,17,22,Non-Travel,No,2,19,1,3,1,4,4,4,3,0,No,Y,80
856,65,Female,Single,2,Technical Degree,Sales,Sales Manager,2,30,5,3,8,10281.6,64.26,514.08,20,14,Non-Travel,Yes,5,34,1,4,4,1,4,1,3,3,No,Y,80
857,33,Male,Single,3,Marketing,Research & Development,Lab Technician,1,11,0,0,7,3166.2,19.79,158.32,23,14,Non-Travel,Yes,5,25,3,3,1,3,2,3,3,0,No,Y,80
858,53,Female,Divorced,3,Marketing,Human Resources,HR Associate,4,27,1,0,3,35520,222,1776,21,9,Travel_Rarely,Yes,7,33,6,4,2,4,2,2,3,1,No,Y,80
859,52,Male,Single,1,Life Sciences,Finance,Accountant,4,13,9,1,7,8990.4,56.19,449.52,18,6,Travel_Rarely,No,2,24,0,3,3,4,2,1,3,0,No,Y,80
860,35,Male,Divorced,2,Medical,Sales,Sales Executive,4,30,9,0,1,15264,95.4,763.2,10,22,Travel_Frequently,No,7,32,0,4,1,1,4,4,4,0,No,Y,80
861,47,Male,Single,4,Life Sciences,Human Resources,Recruiter,1,30,0,0,3,3250.8,20.32,162.56,10,14,Travel_Frequently,Yes,4,38,3,2,1,4,2,3,3,3,No,Y,80
862,56,Male,Single,5,Life Sciences,Finance,Accountant,3,1,1,1,1,13185,82.41,659.28,8,23,Non-Travel,Yes,9,8,1,4,2,4,2,1,3,0,No,Y,80
863,44,Male,Divorced,1,Marketing,IT,Software Engineer,1,4,4,4,4,5083.8,31.77,254.16,25,11,Travel_Rarely,No,2,13,2,2,4,3,3,1,3,0,No,Y,80
864,41,Female,Single,4,Other,Finance,Accountant,4,27,0,0,0,26253.6,164.08,1312.64,5,22,Non-Travel,Yes,9,32,4,1,2,2,1,3,3,2,No,Y,80
865,61,Male,Single,3,Marketing,IT,IT Manager,1,18,3,2,2,4625.4,28.91,231.28,11,8,Travel_Rarely,Yes,0,23,1,3,1,1,2,3,4,2,No,Y,80
866,29,Male,Divorced,2,Marketing,Human Resources,HR Manager,1,7,6,4,3,7332,45.83,366.64,11,25,Travel_Rarely,Yes,2,16,6,2,4,2,4,2,3,0,No,Y,80
867,29,Male,Single,3,Marketing,Sales,Sales Executive,5,1,1,1,1,21387,133.67,1069.36,24,20,Non-Travel,Yes,0,4,1,2,4,4,2,1,3,2,No,Y,80
868,32,Female,Single,1,Technical Degree,Research & Development,R&D Manager,3,20,1,1,7,13681.8,85.51,684.08,24,26,Travel_Rarely,Yes,2,32,3,1,2,1,4,3,3,3,Yes,Y,80
869,39,Female,Married,3,Medical,IT,IT Manager,4,8,6,1,2,32371.2,202.32,1618.56,5,29,Non-Travel,No,1,22,6,2,1,1,2,3,3,1,No,Y,80
870,32,Male,Divorced,1,Life Sciences,Human Resources,Recruiter,2,27,5,5,0,8647.2,54.05,432.4,8,9,Travel_Rarely,Yes,1,30,2,2,1,4,4,4,3,2,No,Y,80
871,45,Male,Divorced,3,Medical,Research & Development,Research Scientist,5,17,3,3,5,40425,252.66,2021.28,22,26,Travel_Rarely,Yes,0,26,6,4,4,1,4,4,3,1,No,Y,80
872,32,Male,Divorced,5,Human Resources,Finance,Accountant,1,11,9,0,2,4545,28.41,227.28,19,23,Non-Travel,No,6,19,0,3,3,2,2,3,3,3,No,Y,80
873,23,Male,Divorced,5,Marketing,Finance,Accountant,2,21,9,2,5,8398.8,52.49,419.92,11,28,Non-Travel,No,5,23,6,4,2,2,2,2,4,0,No,Y,80
874,44,Male,Divorced,4,Medical,Human Resources,HR Manager,2,17,6,3,4,5943.6,37.15,297.2,25,1,Travel_Rarely,Yes,2,24,2,1,3,2,1,1,3,3,No,Y,80
875,24,Female,Single,4,Technical Degree,Sales,Sales Representative,3,26,0,0,6,9325.8,58.29,466.32,10,3,Travel_Frequently,No,0,26,5,2,1,1,1,2,3,1,No,Y,80
876,30,Male,Single,3,Technical Degree,Sales,Sales Executive,5,7,6,0,0,26637,166.48,1331.84,5,30,Non-Travel,Yes,7,22,5,1,3,4,3,4,3,3,No,Y,80
877,52,Male,Married,2,Technical Degree,Human Resources,HR Associate,5,22,5,0,0,34134,213.34,1706.72,15,8,Travel_Frequently,Yes,3,30,3,1,4,4,2,2,3,1,No,Y,80
878,48,Male,Single,1,Other,IT,Software Engineer,3,22,1,1,4,7646.4,47.79,382.32,11,23,Travel_Rarely,No,5,30,6,3,1,2,4,2,3,3,No,Y,80
879,48,Female,Single,4,Other,Research & Development,Lab Technician,5,9,2,0,4,27063,169.14,1353.12,7,16,Travel_Frequently,No,1,23,0,1,4,2,2,3,3,0,No,Y,80
880,57,Female,Single,4,Marketing,Human Resources,HR Manager,1,24,7,2,3,3840.6,24,192,16,14,Travel_Frequently,Yes,8,36,4,3,4,1,2,3,4,2,No,Y,80
881,30,Female,Married,5,Human Resources,Sales,Sales Representative,4,5,3,3,4,7284,45.52,364.16,25,1,Travel_Rarely,No,3,15,5,3,4,3,2,1,3,2,No,Y,80
882,24,Male,Divorced,2,Technical Degree,IT,Systems Administrator,3,21,6,0,4,18012.6,112.58,900.64,25,21,Travel_Frequently,Yes,4,28,3,3,3,2,4,1,3,3,Yes,Y,80
883,63,Female,Married,4,Marketing,Finance,Accountant,2,21,6,3,6,13280.4,83,664,7,12,Non-Travel,No,1,32,6,1,1,2,4,4,4,1,No,Y,80
884,22,Male,Divorced,3,Marketing,Sales,Sales Manager,4,20,8,6,0,16204.8,101.28,810.24,12,12,Travel_Frequently,No,0,30,0,2,2,4,3,4,3,1,No,Y,80
885,52,Female,Divorced,4,Other,Research & Development,Research Scientist,4,15,1,1,2,33696,210.6,1684.8,10,14,Travel_Frequently,No,9,23,6,1,1,4,4,3,3,2,No,Y,80
886,46,Male,Married,2,Human Resources,Finance,Financial Analyst,3,21,2,2,6,4309.2,26.93,215.44,15,26,Non-Travel,No,0,30,4,2,2,1,4,1,3,3,No,Y,80
887,56,Male,Married,4,Life Sciences,Finance,Accountant,2,5,0,0,5,17401.2,108.76,870.08,10,19,Non-Travel,Yes,7,11,6,2,1,2,4,1,3,3,No,Y,80
